City,State,Specialty,Hospital Name
,,,Froedtert Menomonee Falls Hospital
,,,Froedtert Pleasant Prairie Hospital
,,,Froedtert West Bend Hospital
,,,Gadsden Regional Medical Center
,,,Garden City Hospital
,,,Garden Grove Hospital and Medical Center
,,,Garfield Medical Center
,,,Garnet Health Medical Center
,,,Garnet Health Medical Center-Catskills
,,,Garrett Regional Medical Center
,,,Gateway Regional Medical Center
,,,Geisinger Bloomsburg Hospital
,,,Geisinger Community Medical Center
,,,Geisinger Lewistown Hospital
,,,Geisinger Medical Center
,,,Geisinger Shamokin Area Community Hospital
,,,Geisinger St. Luke's Hospital
,,,Geisinger Wyoming Valley Medical Center
,,,Genesis Healthcare
,,,"Genesis Medical Center, Silvis"
,,,Genesis Medical Center-Davenport
,,,Geneva General Hospital
,,,George Regional Hospital
,,,George Washington University Hospital
,,,Georgetown Community Hospital
,,,Gerald Champion Regional Medical Center
,,,Glen Cove Hospital
,,,Glendale Memorial Hospital and Health Center
,,,Glens Falls Hospital
,,,Glenwood Regional Medical Center
,,,Golden Valley Memorial Hospital
,,,Goleta Valley Cottage Hospital
,,,Good Samaritan Hospital
,,,Good Samaritan Hospital of San Jose
,,,Goshen Health Hospital
,,,Grady Memorial Hospital
,,,Grady Memorial Hospital Corporation
,,,Graham Hospital
,,,Grand Island Regional Medical Center
,,,Grand Itasca Clinic & Hospital
,,,Grand Strand Regional Medical Center
,,,Grandview Medical Center
,,,Granville Medical Center
,,,Great Plains Health
,,,Great River Medical Center
,,,Greater Baltimore Medical Center
,,,Greater El Monte Community Hospital
,,,Greeneville Community Hospital East
,,,Greenwich Hospital
,,,Greenwood Leflore Hospital
,,,Griffin Hospital
,,,Guadalupe Regional Medical Center
,,,Gulf Breeze Hospital
,,,Gulf Coast Medical Center
,,,Gundersen Lutheran Medical Center
,,,Guthrie Corning Hospital
,,,Guthrie Cortland Medical Center
,,,Guthrie Lourdes Hospital
,,,Robert Packer Hospital/Guthrie Program
,,,HCA Florida Aventura Hospital
,,,HCA Florida Bayonet Point Hospital
,,,HCA Florida Blake Hospital
,,,HCA Florida Brandon Hospital
,,,HCA Florida Capital Hospital
,,,HCA Florida Citrus Hospital
,,,HCA Florida Englewood Hospital
,,,HCA Florida Fawcett Hospital
,,,HCA Florida Fort Walton-Destin Hospital
,,,HCA Florida Gulf Coast Hospital
,,,HCA Florida Highlands Hospital
,,,HCA Florida JFK Hospital
,,,"HCA Florida JFK North Hospital, A part of HCA Florida JFK Hospital"
,,,HCA Florida Kendall Hospital
,,,HCA Florida Lake City Hospital
,,,HCA Florida Lake Monroe Hospital
,,,HCA Florida Largo Hospital
,,,HCA Florida Lawnwood Hospital
,,,HCA Florida Memorial Hospital
,,,HCA Florida Mercy Hospital
,,,HCA Florida North Florida Hospital
,,,HCA Florida Northside Hospital
,,,HCA Florida Northwest Hospital
,,,HCA Florida Oak Hill Hospital
,,,HCA Florida Ocala Hospital
,,,HCA Florida Orange Park Hospital
,,,HCA Florida Osceola Hospital
,,,HCA Florida Palms West Hospital
,,,HCA Florida Pasadena Hospital
,,,HCA Florida Poinciana Hospital
,,,HCA Florida Putnam Hospital
,,,HCA Florida Raulerson Hospital
,,,HCA Florida Sarasota Doctors Hospital
,,,HCA Florida South Shore Hospital
,,,HCA Florida South Tampa Hospital
,,,HCA Florida St. Lucie Hospital
,,,HCA Florida St. Petersburg Hospital
,,,HCA Florida Trinity Hospital
,,,HCA Florida Twin Cities Hospital
,,,HCA Florida University Hospital
,,,HCA Florida West Hospital
,,,HCA Florida West Marion Hospital
,,,HCA Florida Westside Hospital
,,,HCA Florida Woodmont Hospital
,,,HCA HealthONE Mountain Ridge Hospital
,,,HCA HealthONE/Sky Ridge Medical Center Program
,,,HCA HealthOne/Swedish Medical Center Program
,,,HCA Houston Healthcare Clear Lake
,,,HCA Houston Healthcare Conroe
,,,HCA Houston Healthcare Kingwood
,,,HCA Houston Healthcare Mainland
,,,HCA Houston Healthcare Medical Center
,,,HCA Houston Healthcare North Cypress
,,,HCA Houston Healthcare Northwest
,,,HCA Houston Healthcare Tomball
,,,HPI Community Hospital - South Campus
,,,HSHS St Vincent Hospital
,,,HSHS St. Anthony's Memorial Hospital
,,,HSHS St. Elizabeth's Hospital
,,,HSHS St. John's Hospital
,,,HSHS St. Joseph's Hospital Breese
,,,HSHS St. Mary's Hospital
,,,HSHS St. Nicholas Hospital
,,,Hackensack Meridian Bayshore Medical Center
,,,Hackensack Meridian Hackensack University Medical Center
,,,Hackensack Meridian Health JFK University Medical Center
,,,Hackensack Meridian Jersey Shore University Medical Center
,,,Hackensack Meridian Mountainside Medical Center
,,,Hackensack Meridian Ocean University Medical Center
,,,Hackensack Meridian Old Bridge Medical Center
,,,Hackensack Meridian Palisades Medical Center
,,,Hackensack Meridian Pascack Valley Medical Center
,,,Hackensack Meridian Raritan Bay Medical Center
,,,Hackensack Meridian Riverview Medical Center
,,,Hackensack Meridian Southern Ocean Medical Center
,,,Hackettstown Medical Center
,,,Halifax Health Medical Center
,,,Halifax Health Medical Center - Port Orange
,,,Halifax Health UF Health Medical Center of Deltona Hospital
,,,Hamilton Medical Center
,,,Hancock Regional Hospital
,,,Hannibal Regional Hospital
,,,Harbor Regional Health Community Hospital
,,,Harborview Medical Center
,,,Harlan ARH Hospital
,,,Harlingen Medical Center
,,,Harrington Memorial Hospital
,,,Harris Regional Hospital
,,,Harrison Memorial Hospital
,,,Hartford Hospital
,,,Havasu Regional Medical Center
,,,Hays Medical Center
,,,Haywood Regional Medical Center
,,,Hazard ARH Regional Medical Center
,,,HealthAlliance Hospital
,,,HealthAlliance-Clinton Hospital Clinton Campus
,,,HealthAlliance-Clinton Hospital Leominster Campus
,,,Healthpark Medical Center
,,,Helen Keller Hospital
,,,Hemet Global Medical Center
,,,Henderson Hospital
,,,Hendrick Health System
,,,Hendrick Medical Center Brownwood
,,,Hendrick Medical Center South
,,,Hendricks Regional Health - Danville Hospital
,,,Hennepin Healthcare
,,,Henrico Doctors' Hospital
,,,Henry Community Health
,,,Henry Ford Health Jackson Hospital
,,,Henry Ford Health West Bloomfield Hospital
,,,Henry Ford Health Wyandotte Hospital
,,,Henry Ford Hospital
,,,Henry Ford Macomb Hospital
,,,Henry Mayo Newhall Hospital
,,,Heritage Valley Beaver
,,,Heritage Valley Kennedy
,,,Heritage Valley Sewickley
,,,Heywood Hospital
,,,Hi-Desert Medical Center
,,,Hialeah Hospital
,,,Highlands Medical Center
,,,Highlands ARH Regional Medical Center
,,,Hillcrest Hospital Claremore
,,,Hillcrest Medical Center
,,,Hilo Benioff Medical Center Main
,,,Hilton Head Hospital
,,,Hoag Hospital Irvine
,,,Hoag Memorial Hospital Presbyterian
,,,Hoke Healthcare
,,,Holland Hospital
,,,Hollywood Presbyterian Medical Center
,,,Holmes Regional Medical Center
,,,Holston Valley Medical Center
,,,Holy Cross Germantown Hospital
,,,Holy Cross Hospital
,,,Holy Cross Hospital - Davis
,,,Holy Cross Hospital - Jordan Valley West
,,,Holy Cross Hospital - Mountain Point
,,,Holy Cross Hospital Salt Lake
,,,Holy Family Hospital - Haverhill
,,,Holy Family Hospital - Methuen
,,,Holy Family Memorial Medical Center
,,,Holy Name Medical Center
,,,Holy Redeemer Hospital and Medical Center
,,,Holyoke Medical Center
,,,Holzer Gallipolis
,,,HonorHealth Deer Valley Medical Center
,,,HonorHealth John C. Lincoln Medical Center
,,,HonorHealth Scottsdale Osborn Medical Center
,,,HonorHealth Scottsdale Shea Medical Center
,,,HonorHealth Scottsdale Thompson Peak Medical Center
,,,HonorHealth Sonoran Crossing Medical Center
,,,Hospital of the University of Pennsylvania
,,,Hospital of the University of Pennsylvania - Cedar Avenue
,,,Houston Healthcare - Perry
,,,Houston Healthcare - Warner Robins
,,,Houston Methodist Baytown Hospital
,,,Houston Methodist Clear Lake Hospital
,,,Methodist Hospital (Houston) Program
,,,Houston Methodist Sugar Land Hospital
,,,Houston Methodist The Woodlands Hospital
,,,Houston Methodist West Hospital
,,,Methodist Hospital (Houston) Willowbrook Program
,,,Howard University Hospital
,,,Howard Young Medical Center
,,,Hudson Regional Hospital
,,,Hugh Chatham Memorial Hospital
,,,Humboldt Park Health
,,,Hunt Regional Medical Center Greenville
,,,Hunterdon Medical Center
,,,Huntington Beach Hospital
,,,Huntington Hospital
Huntsville,AL 35801-4470,,Huntsville Hospital
,,,Huntsville Memorial Hospital
,,,Hurley Medical Center
,,,Hutchinson Health Hospital
,,,INTEGRIS Baptist Medical Center
,,,INTEGRIS Baptist Medical Center Portland Avenue
,,,INTEGRIS Bass Baptist Health Center
,,,INTEGRIS Canadian Valley Hospital
,,,INTEGRIS Health Edmond
,,,INTEGRIS Health Grove Hospital
,,,INTEGRIS Health Ponca City Hospital
,,,INTEGRIS Miami Hospital
,,,INTEGRIS Southwest Medical Center
,,,IU Health Arnett Hospital
,,,IU Health Ball Memorial Hospital
,,,IU Health Bloomington Hospital
,,,IU Health Methodist Hospital
,,,IU Health North Hospital
,,,IU Health University Hospital
,,,IU Health West Hospital
,,,Iberia Medical Center
,,,Idaho Falls Community Hospital
,,,Independence Health System Frick Hospital
,,,Independence Health System Latrobe Hospital
,,,Independence Health System Westmoreland Hospital
,,,Indian Path Community Hospital
,,,Indiana Regional Medical Center
,,,Ingalls Memorial Hospital
,,,Inova Alexandria Hospital
,,,Inova Fair Oaks Hospital
,,,Inova Fairfax Hospital
,,,Inova Loudoun Hospital
,,,Inova Mount Vernon Hospital
,,,Insight Hospital and Medical Center Chicago Program
,,,Inspira Medical Center Elmer
,,,Inspira Medical Center Mullica Hill
,,,Inspira Medical Center Vineland
,,,Interfaith Medical Center
,,,Intermountain Health Alta View Hospital
,,,Intermountain Health American Fork Hospital
,,,Intermountain Health Cedar City Hospital
,,,Intermountain Health Good Samaritan Hospital
,,,Intermountain Health Intermountain Medical Center
,,,Intermountain Health LDS Hospital
,,,Intermountain Health Layton Hospital
,,,Intermountain Health Logan Regional Hospital
,,,Intermountain Health Lutheran Hospital
,,,Intermountain Health McKay-Dee Hospital
,,,Intermountain Health Park City Hospital
,,,Intermountain Health Platte Valley Hospital
,,,Intermountain Health Riverton Hospital
,,,Intermountain Health Saint Joseph Hospital
,,,Intermountain Health Spanish Fork Hospital
,,,Intermountain Health St George Regional Hospital
,,,Intermountain Health St. James Hospital
,,,Intermountain Health St. Mary's Regional Hospital
,,,Intermountain Health St. Vincent Regional Hospital
,,,Intermountain Health Utah Valley Hospital
,,,Iowa Methodist Medical Center
,,,Iredell Memorial Hospital
,,,Island Health
,,,Ivinson Memorial Hospital
,,,J.W. Ruby Memorial Hospital
,,,JFK Memorial Hospital
,,,Jack Hughston Memorial Hospital
,,,Jackson County Memorial Hospital
,,,Jackson Hospital
,,,Jackson Memorial Hospital
,,,Jackson North Medical Center
,,,Jackson Park Hospital
,,,Jackson Purchase Medical Center
,,,Jackson South Medical Center
,,,Jackson West Medical Center
,,,Jamaica Hospital Medical Center
,,,Javon Bea Hospital - Rockton
,,,Jefferson Abington Hospital
,,,Jefferson Bucks
,,,Jefferson Cherry Hill Hospital
,,,Jefferson Einstein Philadelphia Hospital
,,,Jefferson Frankford
,,,Jefferson Lansdale Hospital
,,,Jefferson Regional Medical Center
,,,Jefferson Stratford Hospital
,,,Jefferson Torresdale
,,,Jefferson Washington Township Hospital
,,,Jennie Stuart Health
,,,Jersey City Medical Center
,,,Jewish Hospital
,,,Jewish Hospital - Mercy Health
,,,John D. Archbold Memorial Hospital
,,,John H. Stroger Jr. Hospital
,,,John Muir Health Medical Center Concord
,,,John Muir Medical Center Walnut Creek Campus
,,,John Peter Smith Hospital
,,,Johns Hopkins Bayview Medical Center
,,,Johns Hopkins Howard County General Hospital
,,,Johnson City Medical Center
,,,Johnston Memorial Hospital
,,,Johnston Health Clayton
,,,Johnston-Willis Hospital
,,,Joint Township District Memorial Hospital
,,,Jones Memorial Hospital
,,,Jupiter Medical Center
,,,Kadlec Regional Medical Center
,,,Kaiser Foundation Hospital - Antioch
Beavercreek,OH 45431,,Kettering Health Soin Medical Center
Troy,OH 45373,,Kettering Health Troy
Centerville,OH 45459,,Kettering Health Washington Township
Brookhaven,MS 39601-2600,,King's Daughters Medical Center
Kingman,AZ 86409-3691,,Kingman Regional Medical Center
,,,Knapp Medical Center
,,,Knox Community Hospital
,,,Kona Community Hospital
,,,Kootenai Health
,,,Kuakini Medical Center
,,,Loma Linda University Medical Center - Murrieta Program
,,,La Palma Intercommunity Hospital
,,,La Porte Hospital Company LLC dba Northwest Health - La Porte
,,,Labette Health
,,,Lahey Hospital and Medical Center
,,,Lake Charles Memorial Hospital
,,,Lake Cumberland Regional Hospital
,,,Lake Granbury Medical Center
,,,Lake Huron Medical Center
,,,Lake Norman Regional Medical Center
,,,Lake Region Healthcare Hospital
,,,Lake Regional Health System
,,,Lakeland Regional Medical Center
,,,Lakeside Hospital
,,,Lakeview Hospital
,,,Lakewood Ranch Medical Center
,,,Lancaster General Hospital
,,,Landmark Medical Center
,,,Lane Regional Medical Center
,,,Laredo Medical Center
,,,Larkin Community Hospital
,,,Larkin Community Hospital Palm Springs Campus Program
,,,Las Palmas Medical Center
,,,Lawrence & Memorial Hospital
,,,Lawrence General Hospital
,,,LeConte Medical Center
,,,Lee Memorial Hospital
,,,Lee's Summit Medical Center
,,,Legacy Health/Emanuel Medical Center Program
,,,Legacy Good Samaritan Medical Center
,,,Legacy Meridian Park Medical Center
,,,Legacy Mount Hood Medical Center
,,,Legacy Health/Salmon Creek Medical Center Program
,,,Legacy Silverton Medical Center
,,,Lehigh Regional Medical Center
,,,Lehigh Valley Hospital - Carbon
,,,Lehigh Valley Hospital - Cedar Crest
,,,Lehigh Valley Hospital - Hazleton
,,,Lehigh Valley Hospital - Muhlenberg
,,,Lehigh Valley Hospital - Pocono
,,,Lehigh Valley Hospital - Schuylkill
,,,Lehigh Valley Hospital-Hecktown Oaks
,,,"Lenoir Memorial Hospital, Incorporated"
,,,Lenox Hill Hospital
,,,Leonard J Chabert Medical Center Program
,,,LewisGale Hospital - Pulaski
,,,LewisGale Hospital Alleghany
,,,LewisGale Hospital Montgomery
,,,LewisGale Medical Center
,,,Lexington Medical Center
,,,Liberty Hospital
,,,Licking Memorial Hospital
,,,Lima Memorial Health System
,,,Lincoln Medical Center
,,,Livingston Regional Hospital
,,,Logan Health Medical Center
,,,Logansport Memorial Hospital
,,,Loma Linda University Medical Center
,,,Loma Linda University Medical Center East Campus
,,,Lompoc Valley Medical Center
,,,Lone Peak Hospital
,,,Long Island Community Hospital at NYU Langone Health
,,,Long Island Jewish Forest Hills
,,,Long Island Jewish Medical Center
,,,Long Island Jewish Valley Stream
,,,Longview Regional Medical Center
,,,Loretto Hospital
,,,Los Angeles Community Hospital
,,,Los Angeles County-Harbor-UCLA Medical Center Program
,,,Los Angeles County - Olive View UCLA Medical Center
,,,Los Angeles General Medical Center
,,,Los Robles Health System - Los Robles Regional Medical Center
,,,Lovelace Medical Center-Downtown
,,,Lovelace Regional Hospital - Roswell
,,,Lovelace Westside Hospital
,,,Lovelace Women's Hospital
,,,Lowell General Hospital - Main Campus
,,,Lowell General Hospital - Saints Campus
,,,Lower Bucks Hospital
,,,Lower Keys Medical Center
,,,Loyola Gottlieb Memorial Hospital
,,,Loyola University Medical Center
,,,Luminis Health Anne Arundel Medical Center
,,,Luminis Health Doctors Community Medical Center
,,,Lutheran Hospital of Indiana
,,,Lutheran Kosciusko Hospital
,,,Lyndon Baines Johnson Hospital
,,,M Health Fairview Lakes Medical Center - Wyoming
,,,M Health Fairview Northland Medical Center
,,,M Health Fairview Ridges Hospital
,,,M Health Fairview Southdale Hospital
,,,M Health Fairview St. John's Hospital
,,,M Health Fairview University of Minnesota Medical Center - West Bank East
,,,M Health Fairview Woodwinds Hospital - Woodbury
,,,"MH Mission Hospital McDowell, LLLP"
,,,MHP Medical Center
,,,MUSC Health - Florence Medical Center
,,,MUSC Health - Lancaster Medical Center
,,,MUSC Health - Marion Medical Center
,,,MUSC Health Columbia Medical Center Downtown
,,,MUSC Health Columbia Medical Center Northeast
,,,MUSC Health Kershaw Medical Center
,,,MUSC Health Orangeburg
,,,MacNeal Hospital
,,,Madigan Army Medical Center
,,,Madison Health
,,,Madison Memorial Hospital
,,,Magnolia Regional Health Center
,,,Maimonides Medical Center
,,,Maimonides Midwood Community Hospital
,,,Main Line Health System/Bryn Mawr Hospital Program
,,,Main Line Health System/Lankenau Medical Center Program
,,,Main Line Health-Paoli Hospital
,,,Main Line Health-Riddle Hospital
,,,MaineGeneral Medical Center
,,,MaineHealth  Maine Medical Center Portland
,,,MaineHealth Pen Bay Hospital
,,,Mainehealth Maine Medical Center Biddeford
,,,Manatee Memorial Hospital
,,,Manchester Memorial Hospital
,,,Margaret R. Pardee Memorial Hospital
,,,Maria Parham Health
,,,Marian Regional Medical Center
,,,Marietta Memorial Hospital
,,,MarinHealth Medical Center
,,,"Marion General Hospital, Inc. DBA Marion Health"
,,,Marshall Medical Center
,,,Marshall Medical Center North
,,,Marshall Medical Center South
,,,Marshfield Medical Center - Eau Claire
,,,Marshfield Medical Center - Marshfield
,,,Marshfield Medical Center - Minocqua
,,,Marshfield Medical Center - Rice Lake
,,,Marshfield Medical Center - Weston
,,,Marshfield Medical Center Beaver Dam
,,,Martin Army Community Hospital
,,,"Martin Luther King, Jr. Community Hospital"
,,,Mary Greeley Medical Center
,,,Mary Immaculate Hospital
,,,Mary Lanning Memorial Hospital
,,,Mercy Hospital Washington
,,,Massachusetts General Hospital
,,,Mat-Su Regional Medical Center
,,,Matagorda Regional Medical Center
,,,Mather Hospital
,,,Maui Memorial Medical Center
,,,Maury Regional Hospital
,,,Mayo Clinic Health System-Austin
,,,Mayo Clinic Health System-Eau Claire
,,,Mayo Clinic Health System-Fairmont
,,,Mayo Clinic Health System-La Crosse
,,,Mayo Clinic Health System-Mankato
,,,Mayo Clinic Health System-Red Wing
,,,Mayo Clinic-Jacksonville
,,,Mayo Clinic-Phoenix
